"id","day","classroom","times","created_at","updated_at"
6091,"jueves","pa-430","Ju 8:31:00 - 9:50:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6092,"jueves","pa-431","Ju 10:01:00 - 11:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6093,"jueves","pa-td2","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6094,"jueves","pa-433","Ju 19:01:00 - 20:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6095,"jueves","pa-528","Ju 19:01:00 - 20:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6096,"jueves","pa-411","Ju 20:31:00 - 21:50:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6097,"jueves","pa-td1","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6098,"jueves","pa-512","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6099,"jueves","pa-233","Ju 19:01:00 - 20:20:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6100,"jueves","pa-lc4","Ju 17:31:00 - 18:50:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6101,"jueves","pa-417","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6102,"jueves","pa-lc3","Ju 11:31:00 - 12:50:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6103,"jueves","pa-531","Ju 14:31:00 - 15:10:00",2023-09-22 04:19:19,2023-09-22 04:19:19
6104,"jueves","pa-531","Ju 13:41:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6105,"jueves","pa-423","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6106,"jueves","pa-423","Ju 13:41:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6107,"jueves","pa-lc2","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6108,"jueves","pa-323","Ju 10:01:00 - 10:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6109,"jueves","pa-323","Ju 8:31:00 - 9:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6110,"jueves","pa-lc11","Ju 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6111,"jueves","pa-lc11","Ju 10:41:00 - 11:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6112,"jueves","pa-lc2","Ju 10:01:00 - 10:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6113,"jueves","pa-lc2","Ju 8:31:00 - 9:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6114,"jueves","pa-528","Ju 20:31:00 - 22:30:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6115,"jueves","pa-232","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6116,"jueves","pa-517","Ju 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6117,"jueves","pa-426","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6118,"jueves","pa-526","Ju 10:01:00 - 10:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6119,"jueves","pa-526","Ju 8:31:00 - 9:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6120,"jueves","pa-520","Ju 13:01:00 - 13:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6121,"jueves","pa-520","Ju 12:11:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6122,"jueves","pa-224","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6123,"jueves","pa-231","Ju 17:31:00 - 18:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6124,"jueves","pa-223","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6125,"jueves","pa-222","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6126,"jueves","pa-lc3","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6127,"jueves","pa-lc2","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6128,"jueves","pa-324","Ju 10:01:00 - 11:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6129,"jueves","pa-222","Ju 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6130,"jueves","pa-528","Ju 13:01:00 - 14:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6131,"jueves","pa-233","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6132,"jueves","pa-420","Ju 17:31:00 - 18:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6133,"jueves","pa-321","Ju 13:01:00 - 13:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6134,"jueves","pa-321","Ju 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6135,"jueves","pa-519","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6136,"jueves","pa-519","Ju 15:11:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6137,"jueves","pa-422","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6138,"jueves","pa-322","Ju 17:31:00 - 18:10:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6139,"jueves","pa-322","Ju 16:01:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6140,"jueves","pa-322","Ju 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6141,"miercoles","pa-524","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6142,"miercoles","pa-524","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6143,"miercoles","pa-hbd","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6144,"miercoles","pa-hbd","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6145,"miercoles","pa-323","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6146,"miercoles","pa-323","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6147,"miercoles","","Mi 21:51:00 - 22:30:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6148,"miercoles","","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6149,"miercoles","","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6150,"miercoles","pa-515","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6151,"miercoles","pa-515","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6152,"miercoles","pa-ldo1","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6153,"miercoles","pa-ldo1","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6154,"miercoles","pa-ldo3","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6155,"miercoles","pa-ldo3","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6156,"miercoles","pa-ldo3","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:20,2023-09-22 04:19:20
6157,"miercoles","pa-602","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6158,"miercoles","pa-tab","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6159,"miercoles","pa-tab","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6160,"miercoles","pa-512","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6161,"miercoles","pa-512","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6162,"miercoles","pa-ldo2","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6163,"miercoles","pa-ldo2","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6164,"miercoles","pa-dfb","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6165,"miercoles","pa-dfb","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6166,"miercoles","pa-hbd","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6167,"miercoles","pa-hbd","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6168,"miercoles","pa-hbd","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6169,"miercoles","pa-hcr1","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6170,"miercoles","pa-hcr1","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6171,"miercoles","pa-hcr1","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6172,"miercoles","pa-ten","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6173,"miercoles","pa-ten","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6174,"miercoles","pa-ten","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6175,"miercoles","pa-530","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6176,"miercoles","pa-624","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6177,"miercoles","pa-624","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6178,"miercoles","pa-ans","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6179,"miercoles","","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6180,"miercoles","pa-228","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6181,"miercoles","pa-tbs","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6182,"miercoles","pa-tbs","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6183,"miercoles","pa-tbs","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6184,"miercoles","pa-422","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6185,"miercoles","pa-424","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6186,"miercoles","pa-420","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6187,"miercoles","pa-tar-2","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6188,"miercoles","pa-tar-2","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6189,"miercoles","pa-tar","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6190,"miercoles","pa-tar","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6191,"miercoles","pa-tar-1","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6192,"miercoles","pa-tar-1","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6193,"miercoles","pa-pdd2","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6194,"miercoles","pa-pdd2","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6195,"miercoles","pa-323","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6196,"miercoles","pa-pdd2","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6197,"miercoles","pa-pdd2","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:21,2023-09-22 04:19:21
6198,"miercoles","pa-tmp","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6199,"miercoles","pa-tmp","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6200,"miercoles","pa-tfr","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6201,"miercoles","pa-tfr","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6202,"miercoles","pa-tfr","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6203,"miercoles","pa-tfr","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6204,"miercoles","pa-tmp","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6205,"miercoles","pa-tmp","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6206,"miercoles","pa-tmp","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6207,"miercoles","pa-221","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6208,"miercoles","pa-tmp","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6209,"miercoles","pa-tmp","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6210,"miercoles","pa-421","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6211,"miercoles","pa-421","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6212,"miercoles","pa-421","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6213,"miercoles","pa-srx-pir","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6214,"miercoles","pa-srx-pir","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6215,"miercoles","pa-srx-pir","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6216,"miercoles","pa-srx-pir","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6217,"miercoles","pa-srx-pir","Mi 9:11:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6218,"miercoles","pa-srx-pir","Mi 11:31:00 - 12:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6219,"miercoles","pa-srx-pir","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6220,"miercoles","pa-lmu-pir","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6221,"miercoles","pa-lmu-pir","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6222,"miercoles","pa-lmu-pir","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6223,"miercoles","pa-lmu-pir","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6224,"miercoles","pa-lmu-pir","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6225,"miercoles","pa-lmu-pir","Mi 10:41:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6226,"miercoles","pa-lmu-pir","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6227,"miercoles","pa-lmu-pir","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6228,"miercoles","pa-pcan-pir","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6229,"miercoles","pa-pcan-pir","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6230,"miercoles","pa-pcan-pir","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6231,"miercoles","pa-pcan-pir","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6232,"miercoles","pa-pcan-pir","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6233,"miercoles","pa-lcs2-pir","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6234,"miercoles","pa-lcs2-pir","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6235,"miercoles","pa-lcs2-pir","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6236,"miercoles","pa-lcs2-pir","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6237,"miercoles","pa-lcs2-pir","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6238,"miercoles","pa-lec-pir","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6239,"miercoles","pa-lec-pir","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6240,"miercoles","pa-lec-pir","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6241,"miercoles","pa-lec-pir","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6242,"miercoles","pa-teo2-pir","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6243,"miercoles","pa-teo2-pir","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6244,"miercoles","pa-teo2-pir","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6245,"miercoles","pa-teo2-pir","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:22,2023-09-22 04:19:22
6246,"miercoles","pa-424","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6247,"miercoles","pa-lcs-rn1","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6248,"miercoles","pa-232","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6249,"miercoles","pa-232","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6250,"miercoles","pa-lc11","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6251,"miercoles","pa-lc11","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6252,"miercoles","pa-614","Mi 17:31:00 - 18:10:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6253,"miercoles","pa-614","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6254,"miercoles","pa-lc14","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6255,"miercoles","pa-lc14","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6256,"miercoles","pa-231","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6257,"miercoles","pa-231","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6258,"miercoles","pa-511","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6259,"miercoles","pa-302","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6260,"miercoles","pa-302","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6261,"miercoles","pa-612","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6262,"miercoles","pa-415","Mi 20:31:00 - 22:30:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6263,"miercoles","pa-415","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6264,"miercoles","pa-lcs-rn1","Mi 21:11:00 - 22:30:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6265,"miercoles","pa-413","Mi 20:31:00 - 21:10:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6266,"miercoles","pa-413","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6267,"miercoles","pa-424","Mi 20:31:00 - 21:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6268,"miercoles","pa-424","Mi 19:01:00 - 20:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6269,"miercoles","pa-414","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6270,"miercoles","pa-414","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6271,"miercoles","pa-414","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6272,"miercoles","pa-613","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6273,"miercoles","pa-613","Mi 11:31:00 - 12:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6274,"miercoles","pa-613","Mi 10:01:00 - 11:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6275,"miercoles","pa-lcg","Mi 14:31:00 - 15:10:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6276,"miercoles","pa-lcg","Mi 13:41:00 - 14:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6277,"miercoles","pa-412","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6278,"miercoles","pa-412","Mi 16:41:00 - 17:20:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6279,"miercoles","pa-lqp","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6280,"miercoles","pa-lqp","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6281,"miercoles","pa-lcs-rn1","Mi 13:01:00 - 13:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6282,"miercoles","pa-lcs-rn1","Mi 12:11:00 - 12:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6283,"miercoles","pa-415","Mi 10:01:00 - 10:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6284,"miercoles","pa-415","Mi 8:31:00 - 9:50:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6285,"miercoles","pa-616","Mi 16:01:00 - 16:40:00",2023-09-22 04:19:23,2023-09-22 04:19:23
6286,"miercoles","pa-616","Mi 14:31:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6287,"miercoles","pa-616","Mi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6288,"miercoles","pa-416","Mi 17:31:00 - 18:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6289,"miercoles","pa-416","Mi 16:01:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6290,"miercoles","pa-416","Mi 15:11:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6291,"viernes","pa-332","Vi 16:01:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6292,"viernes","pa-332","Vi 17:31:00 - 18:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6293,"viernes","pa-231","Vi 21:11:00 - 22:30:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6294,"viernes","pa-lc12","Vi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6295,"viernes","pa-430","Vi 14:31:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6296,"viernes","pa-430","Vi 16:01:00 - 16:40:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6297,"viernes","pa-431","Vi 15:11:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6298,"viernes","pa-431","Vi 16:01:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6299,"viernes","pa-lc13","Vi 9:11:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6300,"viernes","pa-lc13","Vi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6301,"viernes","pa-lc13","Vi 11:31:00 - 12:10:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6302,"viernes","pa-lc14","Vi 12:11:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6303,"viernes","pa-lc14","Vi 13:01:00 - 13:40:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6304,"viernes","pa-lc14","Vi 19:01:00 - 20:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6305,"viernes","pa-lc14","Vi 20:31:00 - 21:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6306,"viernes","pa-lse2","Vi 20:31:00 - 22:30:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6307,"viernes","pa-626","Vi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6308,"viernes","pa-321","Vi 21:11:00 - 22:30:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6309,"viernes","pa-428","Vi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6310,"viernes","pa-533","Vi 13:41:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6311,"viernes","pa-533","Vi 14:31:00 - 15:10:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6312,"viernes","pa-414","Vi 14:31:00 - 15:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6313,"viernes","pa-427","Vi 11:31:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6314,"viernes","pa-516","Vi 16:01:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6315,"viernes","pa-230","Vi 17:31:00 - 18:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6316,"viernes","pa-lcs2-pir","Vi 8:31:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6317,"viernes","pa-lcs2-pir","Vi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6318,"viernes","pa-lcs2-pir","Vi 12:11:00 - 12:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6319,"viernes","pa-lcs2-pir","Vi 13:01:00 - 14:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6320,"viernes","pa-lcs2-pir","Vi 14:31:00 - 15:10:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6321,"viernes","pa-lc-pir","Vi 8:31:00 - 9:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6322,"viernes","pa-lc-pir","Vi 10:01:00 - 11:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6323,"viernes","pa-415","Vi 19:01:00 - 20:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6324,"viernes","pa-415","Vi 20:31:00 - 21:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6325,"viernes","pa-teo1-pir","Vi 16:01:00 - 17:20:00",2023-09-22 04:19:24,2023-09-22 04:19:24
6326,"viernes","pa-teo1-pir","Vi 17:31:00 - 18:50:00",2023-09-22 04:19:24,2023-09-22 04:19:24
